n,left_offset,right_offset
4294962951,2,65
4294962952,39,17
4294962953,4,49
4294962954,11,107
4294962955,126,69
4294962956,3,41
4294962957,22,67
4294962958,79,17
4294962959,46,19
4294962960,49,77
4294962961,40,39
4294962962,7,67
4294962963,10,7
4294962964,25,9
4294962965,4,29
4294962966,25,67
4294962967,30,35
4294962968,7,31
4294962969,20,7
4294962970,37,11
4294962971,12,1
4294962972,133,25
4294962973,108,9
4294962974,1,71
4294962975,46,61
4294962976,21,89
4294962977,28,13
4294962978,5,29
4294962979,58,3
4294962980,13,29
4294962981,16,17
4294962982,99,147
4294962983,30,29
4294962984,25,7
4294962985,16,123
4294962986,45,41
4294962987,20,55
4294962988,25,231
4294962989,12,83
4294962990,31,7
4294962991,72,5
4294962992,15,11
4294962993,74,11
4294962994,45,99
4294962995,66,7
4294962996,37,49
4294962997,22,47
4294962998,67,17
4294962999,56,37
4294963000,39,57
4294963001,30,37
4294963002,25,41
4294963003,70,35
4294963004,147,17
4294963005,76,41
4294963006,57,15
4294963007,70,37
4294963008,53,19
4294963009,66,3
4294963010,121,101
4294963011,20,1
4294963012,7,101
4294963013,12,7
4294963014,17,1
4294963015,12,183
4294963016,7,7
4294963017,64,67
4294963018,7,15
4294963019,126,263
4294963020,79,247
4294963021,72,45
4294963022,3,25
4294963023,8,7
4294963024,7,117
4294963025,6,29
4294963026,65,25
4294963027,18,11
4294963028,3,29
4294963029,82,11
4294963030,43,29
4294963031,30,37
4294963032,43,13
4294963033,48,27
4294963034,195,17
4294963035,32,23
4294963036,67,17
4294963037,192,85
4294963038,43,11
4294963039,106,33
4294963040,69,7
4294963041,32,31
4294963042,7,5
4294963043,72,19
4294963044,17,79
4294963045,16,69
4294963046,3,17
4294963047,94,13
4294963048,27,249
4294963049,82,41
4294963050,11,17
4294963051,10,81
4294963052,57,7
4294963053,2,1
4294963054,25,33
4294963055,76,91
4294963056,1,47
4294963057,114,41
4294963058,7,7
4294963059,130,61
4294963060,37,29
4294963061,42,5
4294963062,79,7
4294963063,42,111
4294963064,43,37
4294963065,154,31
4294963066,15,21
4294963067,148,1
4294963068,25,97
4294963069,46,27
4294963070,39,127
4294963071,16,41
4294963072,45,11
4294963073,58,65
4294963074,11,19
4294963075,88,3
4294963076,21,25
4294963077,4,25
4294963078,9,411
4294963079,12,31
4294963080,23,17
4294963081,36,29
4294963082,63,47
4294963083,32,91
4294963084,31,93
4294963085,6,17
4294963086,101,25
4294963087,18,3
4294963088,3,7
4294963089,62,61
4294963090,93,3
4294963091,16,59
4294963092,83,1
4294963093,4,17
4294963094,1,19
4294963095,2,1
4294963096,21,125
4294963097,18,11
4294963098,7,101
4294963099,66,3
4294963100,3,7
4294963101,8,25
4294963102,45,33
4294963103,30,67
4294963104,11,7
4294963105,16,9
4294963106,73,29
4294963107,98,197
4294963108,25,39
4294963109,22,13
4294963110,41,107
4294963111,42,21
4294963112,7,47
4294963113,128,19
4294963114,15,41
4294963115,48,31
4294963116,7,1
4294963117,28,75
4294963118,15,67
4294963119,58,17
4294963120,97,11
4294963121,36,25
4294963122,35,23
4294963123,18,57
4294963124,7,91
4294963125,4,43
4294963126,3,71
4294963127,40,23
4294963128,65,85
4294963129,88,27
4294963130,3,13
4294963131,8,17
4294963132,33,27
4294963133,72,65
4294963134,23,241
4294963135,46,11
4294963136,25,55
4294963137,74,35
4294963138,57,41
4294963139,28,31
4294963140,109,23
4294963141,88,101
4294963142,33,13
4294963143,20,77
4294963144,27,87
4294963145,24,31
4294963146,37,25
4294963147,28,201
4294963148,25,1
4294963149,2,41
4294963150,7,63
4294963151,76,125
4294963152,7,11
4294963153,18,17
4294963154,105,253
4294963155,26,43
4294963156,1,9
4294963157,60,65
4294963158,17,91
4294963159,6,51
4294963160,9,1
4294963161,22,41
4294963162,45,33
4294963163,12,31
4294963164,7,7
4294963165,28,3
4294963166,1,119
4294963167,40,31
4294963168,7,5
4294963169,156,19
4294963170,59,13
4294963171,46,11
4294963172,69,1
4294963173,20,17
4294963174,15,3
4294963175,54,109
4294963176,53,89
4294963177,28,87
4294963178,39,7
4294963179,56,43
4294963180,79,21
4294963181,58,25
4294963182,109,187
4294963183,60,29
4294963184,43,29
4294963185,64,53
4294963186,15,15
4294963187,24,25
4294963188,25,49
4294963189,18,17
4294963190,27,137
4294963191,46,55
4294963192,25,41
4294963193,10,25
4294963194,37,77
4294963195,18,41
4294963196,103,55
4294963197,38,31
4294963198,15,87
4294963199,28,19
4294963200,7,49
4294963201,48,77
4294963202,39,11
4294963203,70,59
4294963204,13,47
4294963205,12,49
4294963206,13,49
4294963207,24,3
4294963208,25,19
4294963209,146,67
4294963210,3,29
4294963211,12,1
4294963212,5,43
4294963213,4,39
4294963214,3,31
4294963215,46,31
4294963216,7,65
4294963217,40,61
4294963218,55,47
4294963219,126,17
4294963220,13,11
4294963221,16,101
4294963222,7,53
4294963223,34,109
4294963224,5,11
4294963225,64,123
4294963226,7,29
4294963227,14,5
4294963228,9,29
4294963229,18,17
4294963230,29,11
4294963231,12,11
4294963232,33,71
4294963233,32,35
4294963234,1,17
4294963235,48,29
4294963236,17,17
4294963237,4,15
4294963238,79,11
4294963239,50,31
4294963240,79,69
4294963241,12,19
4294963242,25,127
4294963243,60,87
4294963244,21,149
4294963245,44,79
4294963246,13,15
4294963247,10,17
4294963248,25,11
4294963249,22,41
4294963250,37,47
4294963251,62,29
4294963252,3,11
4294963253,24,25
4294963254,7,97
4294963255,6,39
4294963256,13,49
4294963257,28,31
4294963258,19,39
4294963259,42,71
4294963260,1,41
4294963261,22,9
4294963262,9,41
4294963263,50,59
4294963264,43,3
4294963265,28,23
4294963266,67,19
4294963267,34,333
4294963268,39,17
4294963269,50,19
4294963270,37,41
4294963271,6,61
4294963272,53,83
4294963273,10,69
4294963274,3,41
4294963275,32,37
4294963276,27,59
4294963277,30,43
4294963278,13,5
4294963279,30,51
4294963280,31,37
4294963281,16,1
4294963282,45,15
4294963283,18,5
4294963284,91,1
4294963285,16,9
4294963286,63,7
4294963287,110,13
4294963288,3,15
4294963289,52,1
4294963290,41,59
4294963291,130,11
4294963292,27,103
4294963293,112,125
4294963294,33,3
4294963295,18,1
4294963296,73,1
4294963297,30,5
4294963298,3,61
4294963299,8,23
4294963300,141,77
4294963301,28,1
4294963302,5,163
4294963303,54,95
4294963304,21,13
4294963305,2,17
4294963306,67,17
4294963307,34,95
4294963308,53,71
4294963309,12,47
4294963310,151,59
4294963311,68,35
4294963312,15,75
4294963313,130,137
4294963314,145,29
4294963315,36,27
4294963316,1,5
4294963317,58,115
4294963318,9,41
4294963319,28,13
4294963320,13,53
4294963321,60,95
4294963322,15,25
4294963323,10,29
4294963324,21,83
4294963325,18,59
4294963326,13,7
4294963327,4,11
4294963328,9,59
4294963329,8,97
4294963330,39,131
4294963331,58,17
4294963332,19,37
4294963333,4,29
4294963334,13,37
4294963335,4,67
4294963336,33,47
4294963337,10,13
4294963338,79,85
4294963339,82,3
4294963340,37,17
4294963341,8,37
4294963342,9,17
4294963343,12,25
4294963344,25,29
4294963345,54,107
4294963346,37,7
4294963347,2,41
4294963348,45,77
4294963349,6,7
4294963350,1,97
4294963351,16,11
4294963352,25,13
4294963353,28,25
4294963354,13,3
4294963355,58,67
4294963356,107,7
4294963357,28,3
4294963358,3,25
4294963359,56,49
4294963360,61,129
4294963361,58,41
4294963362,67,73
4294963363,42,81
4294963364,51,271
4294963365,16,13
4294963366,31,57
4294963367,4,31
4294963368,43,5
4294963369,18,27
4294963370,57,13
4294963371,148,29
4294963372,57,17
4294963373,4,79
4294963374,5,59
4294963375,42,59
4294963376,13,35
4294963377,44,77
4294963378,43,17
4294963379,6,1
4294963380,47,7
4294963381,46,77
4294963382,7,137
4294963383,4,37
4294963384,21,3
4294963385,144,41
4294963386,1,29
4294963387,94,105
4294963388,33,35
4294963389,92,83
4294963390,27,9
4294963391,58,25
4294963392,5,23
4294963393,22,51
4294963394,31,31
4294963395,4,7
4294963396,63,15
4294963397,70,35
4294963398,19,79
4294963399,58,3
4294963400,61,1
4294963401,58,55
4294963402,15,5
4294963403,94,19
4294963404,11,17
4294963405,12,27
4294963406,15,41
4294963407,64,17
4294963408,9,35
4294963409,18,13
4294963410,113,29
4294963411,76,69
4294963412,7,31
4294963413,14,1
4294963414,31,29
4294963415,106,37
4294963416,65,19
4294963417,52,81
4294963418,15,77
4294963419,28,71
4294963420,109,39
4294963421,16,37
4294963422,79,31
4294963423,54,39
4294963424,27,1
4294963425,58,49
4294963426,25,9
4294963427,10,143
4294963428,19,107
4294963429,96,3
4294963430,19,23
4294963431,10,5
4294963432,7,11
4294963433,72,17
4294963434,7,29
4294963435,12,41
4294963436,31,41
4294963437,92,7
4294963438,9,75
4294963439,6,79
4294963440,113,41
4294963441,18,87
4294963442,79,67
4294963443,4,157
4294963444,103,101
4294963445,34,13
4294963446,137,59
4294963447,54,77
4294963448,103,11
4294963449,2,11
4294963450,1,83
4294963451,36,5
4294963452,23,31
4294963453,70,21
4294963454,121,161
4294963455,28,61
4294963456,43,17
4294963457,22,71
4294963458,23,35
4294963459,60,21
4294963460,7,67
4294963461,70,101
4294963462,39,3
4294963463,30,61
4294963464,31,43
4294963465,6,63
4294963466,43,29
4294963467,38,13
4294963468,75,99
4294963469,78,53
4294963470,179,53
4294963471,40,17
4294963472,25,83
4294963473,32,41
4294963474,85,39
4294963475,18,29
4294963476,1,19
4294963477,10,23
4294963478,7,7
4294963479,8,17
4294963480,13,21
4294963481,10,215
4294963482,47,125
4294963483,78,117
4294963484,45,67
4294963485,14,7
4294963486,7,27
4294963487,28,43
4294963488,23,35
4294963489,28,41
4294963490,33,61
4294963491,46,97
4294963492,3,27
4294963493,40,35
4294963494,37,7
4294963495,52,39
4294963496,85,7
4294963497,98,31
4294963498,45,81
4294963499,10,53
4294963500,19,59
4294963501,60,17
4294963502,37,67
4294963503,22,41
4294963504,141,11
4294963505,36,31
4294963506,23,35
4294963507,48,41
4294963508,15,1
4294963509,146,257
4294963510,13,123
4294963511,88,17
4294963512,43,37
4294963513,28,65
4294963514,25,47
4294963515,44,31
4294963516,3,9
4294963517,4,1
4294963518,17,1
4294963519,40,39
4294963520,19,73
4294963521,22,125
4294963522,43,171
4294963523,168,77
4294963524,1,23
4294963525,24,107
4294963526,13,11
4294963527,8,1
4294963528,75,5
4294963529,6,43
4294963530,73,47
4294963531,18,41
4294963532,33,121
4294963533,64,41
4294963534,15,63
4294963535,6,19
4294963536,73,1
4294963537,70,45
4294963538,9,1
4294963539,206,13
4294963540,9,51
4294963541,70,67
4294963542,83,23
4294963543,10,35
4294963544,81,47
4294963545,4,67
4294963546,73,5
4294963547,78,11
4294963548,115,11
4294963549,6,11
4294963550,39,29
4294963551,16,7
4294963552,85,35
4294963553,102,11
4294963554,31,19
4294963555,18,83
4294963556,123,19
4294963557,50,13
4294963558,73,87
4294963559,12,7
4294963560,29,67
4294963561,12,129
4294963562,49,41
4294963563,92,59
4294963564,97,69
4294963565,6,37
4294963566,37,41
4294963567,4,23
4294963568,43,11
4294963569,2,53
4294963570,49,137
4294963571,88,91
4294963572,25,11
4294963573,22,65
4294963574,25,17
4294963575,82,37
4294963576,121,59
4294963577,54,13
4294963578,53,5
4294963579,102,41
4294963580,57,7
4294963581,56,11
4294963582,15,83
4294963583,124,65
4294963584,25,23
4294963585,244,29
4294963586,63,65
4294963587,8,1
4294963588,19,167
4294963589,12,11
4294963590,29,43
4294963591,18,47
4294963592,37,17
4294963593,10,25
4294963594,57,17
4294963595,12,41
4294963596,23,17
4294963597,40,3
4294963598,25,17
4294963599,8,11
4294963600,21,3
4294963601,18,169
4294963602,77,1
4294963603,30,15
4294963604,43,37
4294963605,26,13
4294963606,55,57
4294963607,4,23
4294963608,25,25
4294963609,22,57
4294963610,31,71
4294963611,2,137
4294963612,39,17
4294963613,4,1
4294963614,13,37
4294963615,6,3
4294963616,93,37
4294963617,58,31
4294963618,15,9
4294963619,88,101
4294963620,17,17
4294963621,22,5
4294963622,57,205
4294963623,58,1
4294963624,31,41
4294963625,54,17
4294963626,11,89
4294963627,4,81
4294963628,27,175
4294963629,160,29
4294963630,7,3
4294963631,90,11
4294963632,23,185
4294963633,40,107
4294963634,211,7
4294963635,44,61
4294963636,15,9
4294963637,58,83
4294963638,43,137
4294963639,42,69
4294963640,1,19
4294963641,62,1
4294963642,15,17
4294963643,22,7
4294963644,25,1
4294963645,4,41
4294963646,21,1
4294963647,34,73
4294963648,15,29
4294963649,6,13
4294963650,13,91
4294963651,58,15
4294963652,15,41
4294963653,4,97
4294963654,147,59
4294963655,22,11
4294963656,11,61
4294963657,12,95
4294963658,3,55
4294963659,32,43
4294963660,49,3
4294963661,96,49
4294963662,13,35
4294963663,22,137
4294963664,63,1
4294963665,86,19
4294963666,15,9
4294963667,60,7
4294963668,23,37
4294963669,22,17
4294963670,63,41
4294963671,82,1
4294963672,9,81
4294963673,34,61
4294963674,31,29
4294963675,46,53
4294963676,181,49
4294963677,2,17
4294963678,7,125
4294963679,28,143
4294963680,79,79
4294963681,52,51
4294963682,43,65
4294963683,64,19
4294963684,25,27
4294963685,18,1
4294963686,1,37
4294963687,10,15
4294963688,43,77
4294963689,28,59
4294963690,7,29
4294963691,52,5
4294963692,37,35
4294963693,12,57
4294963694,15,23
4294963695,28,67
4294963696,27,101
4294963697,24,1
4294963698,59,67
4294963699,42,9
4294963700,3,67
4294963701,116,5
4294963702,63,23
4294963703,54,41
4294963704,17,71
4294963705,84,119
4294963706,7,125
4294963707,52,37
4294963708,25,69
4294963709,66,37
4294963710,89,31
4294963711,58,41
4294963712,15,55
4294963713,2,67
4294963714,43,17
4294963715,12,17
4294963716,85,59
4294963717,34,41
4294963718,13,29
4294963719,38,13
4294963720,21,41
4294963721,58,31
4294963722,29,23
4294963723,40,119
4294963724,37,7
4294963725,74,101
4294963726,93,27
4294963727,34,107
4294963728,19,59
4294963729,6,41
4294963730,3,97
4294963731,20,25
4294963732,43,33
4294963733,70,5
4294963734,7,137
4294963735,84,47
4294963736,3,25
4294963737,2,23
4294963738,15,81
4294963739,30,1
4294963740,121,91
4294963741,6,35
4294963742,3,31
4294963743,52,41
4294963744,117,9
4294963745,54,31
4294963746,25,25
4294963747,28,11
4294963748,37,37
4294963749,26,73
4294963750,3,57
4294963751,22,77
4294963752,13,107
4294963753,52,57
4294963754,21,23
4294963755,152,119
4294963756,3,17
4294963757,4,25
4294963758,25,79
4294963759,22,27
4294963760,13,13
4294963761,52,35
4294963762,33,27
4294963763,100,101
4294963764,1,17
4294963765,4,17
4294963766,27,5
4294963767,92,67
4294963768,45,9
4294963769,22,13
4294963770,1,103
4294963771,18,71
4294963772,7,1
4294963773,2,91
4294963774,25,3
4294963775,6,7
4294963776,71,67
4294963777,4,41
4294963778,33,19
4294963779,2,179
4294963780,21,11
4294963781,28,85
4294963782,73,25
4294963783,72,9
4294963784,51,17
4294963785,8,13
4294963786,15,41
4294963787,42,5
4294963788,17,35
4294963789,16,9
4294963790,43,37
4294963791,8,107
4294963792,43,83
4294963793,58,65
4294963794,47,59
4294963795,22,39
4294963796,1,7
4294963797,8,13
4294963798,45,69
4294963799,16,61
4294963800,37,41
4294963801,16,5
4294963802,45,1
4294963803,44,41
4294963804,67,41
4294963805,78,29
4294963806,13,37
4294963807,60,3
4294963808,7,7
4294963809,56,29
4294963810,39,101
4294963811,6,77
4294963812,25,83
4294963813,12,81
4294963814,3,43
4294963815,2,37
4294963816,27,35
4294963817,4,23
4294963818,5,139
4294963819,100,9
4294963820,43,23
4294963821,218,17
4294963822,39,143
4294963823,24,7
4294963824,23,17
4294963825,142,39
4294963826,45,29
4294963827,8,67
4294963828,37,155
4294963829,16,7
4294963830,23,7
4294963831,10,119
4294963832,15,35
4294963833,40,29
4294963834,37,33
4294963835,84,1
4294963836,5,41
4294963837,4,3
4294963838,25,5
4294963839,2,17
4294963840,21,3
4294963841,18,95
4294963842,37,53
4294963843,42,27
4294963844,45,19
4294963845,14,61
4294963846,97,81
4294963847,30,13
4294963848,19,95
4294963849,30,63
4294963850,39,17
4294963851,52,47
4294963852,3,11
4294963853,64,179
4294963854,31,53
4294963855,102,131
4294963856,73,77
4294963857,124,13
4294963858,3,5
4294963859,18,37
4294963860,91,1
4294963861,12,29
4294963862,25,17
4294963863,44,17
4294963864,13,83
4294963865,72,13
4294963866,13,17
4294963867,4,17
4294963868,25,1
4294963869,10,83
4294963870,63,27
4294963871,6,5
4294963872,13,95
4294963873,34,47
4294963874,51,41
4294963875,64,43
4294963876,45,81
4294963877,24,41
4294963878,5,37
4294963879,66,29
4294963880,37,67
4294963881,16,7
4294963882,79,3
4294963883,4,19
4294963884,71,11
4294963885,6,23
4294963886,3,1
4294963887,28,133
4294963888,27,11
4294963889,30,11
4294963890,31,41
4294963891,36,45
4294963892,19,25
4294963893,4,17
4294963894,7,33
4294963895,16,7
4294963896,11,25
4294963897,22,125
4294963898,105,31
4294963899,58,41
4294963900,1,83
4294963901,58,11
4294963902,23,13
4294963903,84,5
4294963904,37,61
4294963905,58,121
4294963906,93,35
4294963907,84,5
4294963908,119,137
4294963909,28,153
4294963910,3,37
4294963911,40,55
4294963912,43,11
4294963913,90,7
4294963914,7,7
4294963915,6,21
4294963916,7,67
4294963917,22,53
4294963918,85,5
4294963919,52,53
4294963920,37,31
4294963921,6,47
4294963922,15,13
4294963923,50,25
4294963924,121,27
4294963925,46,197
4294963926,35,37
4294963927,4,5
4294963928,115,7
4294963929,50,107
4294963930,51,17
4294963931,42,17
4294963932,47,53
4294963933,10,9
4294963934,81,107
4294963935,14,1
4294963936,85,21
4294963937,28,17
4294963938,7,47
4294963939,88,17
4294963940,39,11
4294963941,58,7
4294963942,87,11
4294963943,78,37
4294963944,1,1
4294963945,4,33
4294963946,97,5
4294963947,52,35
4294963948,7,41
4294963949,18,49
4294963950,43,11
4294963951,58,15
4294963952,7,1
4294963953,100,11
4294963954,57,27
4294963955,168,31
4294963956,67,1
4294963957,10,81
4294963958,15,49
4294963959,80,23
4294963960,37,39
4294963961,36,17
4294963962,23,31
4294963963,60,21
4294963964,253,31
4294963965,4,1
4294963966,141,15
4294963967,108,1
4294963968,157,101
4294963969,102,3
4294963970,3,19
4294963971,52,79
4294963972,49,15
4294963973,30,5
4294963974,5,73
4294963975,102,17
4294963976,55,7
4294963977,130,73
4294963978,15,21
4294963979,60,7
4294963980,11,29
4294963981,90,5
4294963982,37,101
4294963983,68,35
4294963984,15,41
4294963985,34,41
4294963986,5,151
4294963987,78,17
4294963988,9,67
4294963989,8,11
4294963990,13,21
4294963991,22,145
4294963992,23,95
4294963993,22,101
4294963994,3,19
4294963995,32,17
4294963996,1,27
4294963997,84,41
4294963998,7,19
4294963999,52,93
4294964000,19,29
4294964001,22,47
4294964002,73,65
4294964003,4,37
4294964004,5,161
4294964005,6,33
4294964006,3,41
4294964007,20,7
4294964008,3,75
4294964009,36,23
4294964010,11,29
4294964011,28,89
4294964012,9,7
4294964013,38,79
4294964014,81,69
4294964015,4,61
4294964016,181,37
4294964017,28,63
4294964018,43,17
4294964019,16,53
4294964020,57,23
4294964021,42,49
4294964022,5,17
4294964023,82,41
4294964024,31,29
4294964025,58,49
4294964026,7,71
4294964027,48,31
4294964028,7,31
4294964029,18,59
4294964030,39,19
4294964031,50,65
4294964032,55,41
4294964033,48,31
4294964034,1,67
4294964035,12,9
4294964036,73,1
4294964037,38,41
4294964038,63,9
4294964039,18,73
4294964040,13,17
4294964041,58,65
4294964042,25,25
4294964043,8,37
4294964044,61,29
4294964045,12,91
4294964046,161,17
4294964047,60,41
4294964048,15,125
4294964049,82,37
4294964050,21,3
4294964051,10,109
4294964052,5,11
4294964053,12,11
4294964054,1,61
4294964055,28,7
4294964056,61,35
4294964057,30,23
4294964058,17,61
4294964059,16,11
4294964060,27,47
4294964061,8,7
4294964062,9,33
4294964063,28,29
4294964064,7,31
4294964065,18,41
4294964066,81,59
4294964067,44,95
4294964068,55,27
4294964069,46,13
4294964070,11,11
4294964071,108,17
4294964072,9,103
4294964073,14,67
4294964074,25,33
4294964075,48,11
4294964076,11,25
